sentence,label,label_word
em có đăng ký học môn khác vào tiết sau và lúc nào cũng bị đi muộn .,0,Negative
"đổi mới hình thức kiểm tra , đảm bảo tính chất thực hành của môn học .",0,Negative
cơ sở vật chất của trường còn khá kém và thiếu các hoạt động ngoại khóa .,0,Negative
một cuốn sách thật dày chỉ là một trong những tài liệu mà tụi em có thể tham khảo .,0,Negative
sự nhiệt tình của giảng viên trong quá trình giảng dạy .,2,Positive
giáo viên nên tập trung vào các vấn đề cần biết trên lớp để cho các sinh viên hiểu rõ hơn bài tập .,0,Negative
em xin chân thành cảm ơn !,1,Neutral
"dạy rất nhiệt tình , lớp sinh động , truyền đạt tốt .",2,Positive
có cho đề mẫu và bài tập để ôn tập .,2,Positive
"giảng viên trả lời câu hỏi của sinh viên thiếu chuyên nghiệp ( qua loa , không đúng chủ đề ) .",0,Negative
"chú trọng quá nhiều vào lý thuyết , ít bài tập .",0,Negative
nhưng ngoài điều đó ra thì giảng viên rất tốt .,2,Positive
"nội dung bài giảng hay , phù hợp và truyền đạt nội dung bài kết hợp ví dụ tuyệt vời !",2,Positive
tận tình .,2,Positive
giảng viên thường không trả lời câu hỏi của sinh viền hoặc là khó chịu khi sinh viên hỏi bài .,2,Positive
"bước vào lớp học cứ như "" đi nhầm lớp "" .",1,Neutral
hay cho nghỉ .,0,Negative
không thấy giảng viên trên lớp .,0,Negative
chương trình hiện tại chia tới 2 lĩnh vực trong một môn học .,1,Neutral
"không chỉ truyền đạt đầy đủ kiến thức , thầy còn cho thêm sinh viên nhiều thông tin bổ ích khác .",2,Positive
"giảng viên tận tâm , khả năng truyền đạt tốt .",2,Positive
những sinh viên đi học vào buổi đó không dự được thì sao có thể viết bài thu hoạch .,0,Negative
"giảng viên kém nhiệt tình , nghỉ học một số buổi nhưng không thông báo trên daa .",0,Negative
kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành .,0,Negative
"hiện giờ , giảng viên đã nghỉ 2 tuần mà không báo trước .",0,Negative
không phản hồi câu hỏi cũng như tiếp thu ý kiến của sinh viên một cách nhiệt tình và thoả đáng .,0,Negative
"cô nhiệt tình , có chia sẻ một số kinh nghiệm hữu ích trong ngành .",2,Positive
môi trường không đảm bảo an toàn cho sức khỏe .,0,Negative
"giảng rất dễ hiểu , liên hệ thực tế nhiều .",2,Positive
"thầy rất vui tính , hòa đồng với sinh viên từ đó truyền đạt khá dễ tiếp thu .",2,Positive
thầy nói tiếng anh còn hơi nhỏ .,0,Negative
cô dạy slide lý thuyết hơi nhanh .,0,Negative
chưa có slide tiếng việt .,0,Negative
"thầy dạy nhiệt tình , chỗ nào lớp không hiểu thầy nhiệt tình giảng lại cho lớp .",2,Positive
em đã kết thúc một học kỳ ở đó !,1,Neutral
điểm danh thường xuyên .,1,Neutral
nội dụng môn học không liên quan đến đề thi .,0,Negative
mong giảng viên lưu tâm !,0,Negative
"luôn giải đáp những thắc mắc sớm nhất có thể , mở thêm những buổi học ngoài tăng cường kiến thức .",2,Positive
giáo viên nên cho nhiều ví dụ nhỏ trên lớp hơn để chúng em dễ tiếp thu .,0,Negative
"sinh viên rất khó nắm bắt những gì giảng viên viết và ghi chú trên bảng , phần lớn chỉ có thể giảng dạy bằng máy chiếu , dù tốc độ không quá nhanh nhưng cũng chỉ là những dòng chữ lướt qua , khi về nhà lại phải tự mày mò học lại từ đầu tuy nói rằng nhiệm vụ của sinh viên là phải tìm hiểu bài trước khi đến lớp nhưng với việc giảng dạy trong một giảng đường rộng lớn đã khiến vai trò hỗ trợ của giảng viên trở nên mờ nhạt .",0,Negative
"vui tính , năng nổ , dễ dàng tiếp cận sinh viên , cách dạy có hiệu quả .",2,Positive
cần giảng dạy theo slide tiếng việt hoặc giảng viên cần chú trọng dịch và giải thích hơn vì sinh viên cũng không giỏi tiếng anh nên khó tiếp thu .,0,Negative
"giá tiền tín chỉ thực hành theo hình thức 2 cao hơn , số buổi học ít hơn .",0,Negative
có các phương pháp dạy tốt .,2,Positive
"giảng viên tận tâm , giảng dạy hiệu quả , có trao đổi và thảo luận trên moodle .",2,Positive
bổ sung thêm các trang thiết bị để đáp ứng nhu cầu môn học và cải thiện phòng lab rộng rãi hơn .,0,Negative
cần hỗ trọ nhiều máy thực hành hơn cho môn mạch số .,0,Negative
"rất tán thành việc giảng viên liên hệ với doanh nghiệp để sinh viên đến tìm hiểu , thực tập về nội dung môn học cũng như có thêm nhiều kinh nghiệm bổ ích .",2,Positive
"phòng máy chất lượng kém , rất chậm , liên tục mất điện trong quá trình thực hành .",0,Negative
"giảng kỹ , hay .",2,Positive
cô dạy tâm huyết và nhiệt tình .,2,Positive
"thầy chỉ dạy rất tận tình , hiền .",2,Positive
thêm nhiều bài tập về nhà .,0,Negative
"nếu có , em nghĩ mục tiêu môn học cần xác định rõ với sinh viên trước khi bắt đầu , em cảm ơn ạ !",0,Negative
phòng học thiếu quạt .,0,Negative
giáo viên dạy lớp wzjwz315 không phải là cô wzjwz316 .,0,Negative
"thầy nên dạy nhiều hơn , nên dạy kỹ lý thuyết hơn .",2,Positive
"rất thích học thầy vì thầy dạy dễ hiểu , thẳng thắn , quyết đoán và dạy những thứ thực tế .",2,Positive
"cô wzjwz92 rất tận tâm , nhiệt tình hướng dẫn khi sinh viên có thắc mắc , cô sẵn sàng ngồi lại sau giờ học để giải đáp tất cả thắc mắc của các bạn , dù có thể mất 1h .",2,Positive
em không có bất kỳ điều gì hài hòng .,0,Negative
quan tâm đến sinh viên .,2,Positive
thầy dạy hay slide chuẩn bị tốt .,2,Positive
"nên nêu rõ mục đích , yêu cầu của môn học khi bắt đầu dạy , để sinh viên nắm được mục đích yêu cầu môn học .",0,Negative
"tận tình với sinh viên , dễ hiểu bài .",2,Positive
"giảng viên chưa có khả năng truyền đạt , kinh nghiệm đứng lớp chưa có !",0,Negative
sử dụng slide nguyên bản tiếng anh .,0,Negative
thầy giảng rất kỹ từng bài tập .,2,Positive
thầy hay chảy mồ hôi nhìn có cảm giác nóng nực dễ sợ luôn .,0,Negative
"cô rất tận tình , quan tâm đến sinh viên .",2,Positive
giảng viên phải đảm bảo giờ lên lớp .,0,Negative
giảng viên vui vẻ hòa đồng .,2,Positive
"cách dạy của thầy như cưỡi ngựa xem hoa , 15 phút giảng xong một bài .",0,Negative
thầy dạy khó hiểu .,0,Negative
"có thể vận dụng được các kiến thức đã học để thiết kế , chế tạo , tính toán .",2,Positive
cô rất hòa đồng và nhiệt huyết với học sinh .,2,Positive
thầy không thông báo rõ cho sinh viên về nội dung làm chiếm bao nhiêu .,0,Negative
giảng bài tập nhiệt tình .,2,Positive
giáo viên bám sát kiến thức .,2,Positive
"thầy dạy hay và bài tập hay nâng cao kỹ năng lập trình cho sinh viên , bổ sung kiến thức cần thiết .",2,Positive
"nhiệt tình , truyền đạt tốt , hướng dẫn tận tình .",2,Positive
"giọng điệu khi nói hơi nhanh khó nghe , khả năng truyền đạt chưa tốt .",0,Negative
nhiệt huyết .,2,Positive
bài tập thực hành thường đi trước nội dung lý thuyết được học .,0,Negative
tuy nhiên môn học được giảng bằng tiếng anh nên em cũng không nắm được hết nội dung thầy giảng .,0,Negative
cảm ơn thầy đã sửa lỗi khi cài vmware giúp em colonsmallsmile .,1,Neutral
"tận tâm , dễ hiểu , nhiệt tình .",2,Positive
cũng hài lòng .,1,Neutral
cách làm bài của thầy dễ hiểu rõ ràng .,2,Positive
"thầy dạy rất nhiệt tình , thầy kiêm luôn giáo viên thực hành .",2,Positive
"dạy buồn ngủ , khó hiểu .",0,Negative
thầy dạy rất vui và hiệu quả !,2,Positive
"phương pháp dạy hay , tân tâm , nhiệt tình .",2,Positive
"thầy nhiệt tình và dễ thương , giúp em tìm tòi và hiểu những cái không có trong sách , nhờ thầy ôn tập mà em đã có đủ kiến thức để làm bài thi và có kiến thức căn bản sau này .",2,Positive
"thầy dạy nhiệt tình , nhiều bài tập , dễ hiểu .",2,Positive
"cô giảng rất tuyệt , cô rất nhiệt tình hướng dẫn tất cả các bạn trong lớp , vui tính .",2,Positive
cho những bài tập bổ ích giúp sinh viên nắm rõ được kiến thức của môn học .,2,Positive
quan tâm giúp đỡ và luôn nhiệt tình khi học sinh hỏi bài .,2,Positive
dạy khá chuyên cần .,2,Positive
cô giao bài tập nhiệt tình .,2,Positive
"giáo viên dạy rất hay , tạo niềm vui cho sinh viên .",2,Positive
"thầy vui tính , dạy dễ hiểu .",2,Positive
"chất giọng của cô đều đều dễ gây buồn ngủ , slide bài giảng chưa logic .",0,Negative
cần thông báo rõ hình thức đánh giá môn học một cách thống nhất .,0,Negative
"khuyên răn sinh viên , đặt vấn đề tốt cho một giải pháp .",2,Positive
cách truyền đạt của giảng viên chưa tốt .,0,Negative
giáo viên tận tình chỉ bảo .,2,Positive
giờ giấc không đảm bảo .,0,Negative
đôi chỗ vẫn khó hiểu .,0,Negative
giảng dạy đúng giờ và nhiệt tình .,2,Positive
"giảng viên nhiệt tình , tận tâm , bài giảng thu hút , dễ hiểu .",2,Positive
hiện nay trong phòng lab số lượng kit học bị hư hỏng nhiều .,0,Negative
"giảng dạy hiệu quả , tích cực trong tiết học .",2,Positive
"dạy hay , nhiệt tình .",2,Positive
giảng viên có tâm huyết .,2,Positive
"giảng viên tận tâm , nhiệt tình hỗ trợ sinh viên học tập , làm đồ án .",2,Positive
nhiều khi không hiểu thầy đang nói cái gì colondoublesurprise .,0,Negative
trang bị thêm nhiều thiết bị mạng hơn nữa để thực hành !,0,Negative
quá theo sách .,0,Negative
cô dạy dễ hiểu và vui quá trời .,2,Positive
trong quá trình giảng dạy giảng viên luôn nhiệt tình với sinh viên .,2,Positive
"giảng viên thường cho nghỉ không lý do , cả lớp lên ngồi đợi rất lâu rồi có người lên thay giáo viên báo nghỉ hoặc thường xuyên đi trễ trên 30 phút với lý do "" kẹt xe "" .",0,Negative
số lượng bài tập chưa nhiều .,0,Negative
truyền đạt bài dễ tiếp thu .,2,Positive
dạy hay dot giúp học sinh tiếp thu .,2,Positive
"thưa , những tài liệu thầy đưa ra đủ để em có thể tự hoàn thành đồ án riêng mình .",0,Negative
buổi nào cũng đều dài quá mức cần thiết gây mệt mỏi .,0,Negative
giáo viên dạy nhiệt tình và hài hước .,2,Positive
khi cô dạy luôn cuốn hút sinh viên .,2,Positive
"giảng viên cho nhiều ví dụ , bài tập minh họa cho sinh viên .",2,Positive
"cách trình bày bài giảng của thầy rất hay , dễ hiểu và dễ tiếp thu đối với sinh viên .",2,Positive
khả năng truyền đạt chưa ổn .,0,Negative
thầy dạy rất nhiệt tình và tận tâm .,2,Positive
giáo viên lên lớp đúng giờ và phát âm khá chuẩn .,2,Positive
vui vẻ hòa đồng .,2,Positive
"thời gian thực hành tập trung chưa phù hợp , bị trùng với các giờ với các môn học khác .",0,Negative
nội dung kiến thức được đảm bảo .,2,Positive
"dụng cụ học tập còn thiếu , không đảm bảo cho sinh viên tập luyện .",0,Negative
"sửa lại một số máy bị hư chuột , chuột rất khó di chuyển , gây khó khăn cho việc thực hành .",0,Negative
đề khó colonbigsmile .,0,Negative
về chuyên môn thì khỏi chê vào đâu cả .,2,Positive
thầy dạy còn chưa rõ .,0,Negative
cô nhiệt tình giảng dạy .,2,Positive
mong thầy dạy đúng số tiết mà môn đó quy định .,0,Negative
thầy nhiệt tâm và rất cởi mở .,2,Positive
thầy không cho lớp ôn tập nội dung thi ở kỳ kiểm tra giữa kỳ và cả thi cuối kỳ .,0,Negative
tài liệu giảng dạy cần bổ sung .,0,Negative
tuy nhiên truyền đạt hơi khó hiểu cho sinh viên .,0,Negative
hình thức thực hiện chưa chuyên nghiệp và máy móc .,0,Negative
cần cho bài tập sau mỗi ngày học .,0,Negative
có nhiều cái mới khi học môn của thầy .,1,Neutral
visual studio của các máy trong phòng máy đã hết hạn .,0,Negative
cô giảng với giọng quá nhỏ chả nghe gì cả .,0,Negative
cung cấp tài liệu tham khảo tốt .,2,Positive
không hợp với cách giảng dạy .,0,Negative
cần tìm ra những phương pháp giảng dạy tốt hơn để sinh viên chúng em hiểu bài và nhớ lâu hơn .,0,Negative
"giảng viên nhiệt tình hướng dẫn học , giải các bài tập khó .",2,Positive
"không khí lớp thoải mái , tạo động lực phát biểu , góp ý kiển .",2,Positive
khá tốt .,2,Positive
"giáo viên giảng nhanh quá , em chép bài không kịp và không kịp hiểu .",0,Negative
"thầy rất dễ thương , vui vẻ .",2,Positive
máy chiếu phòng học rất rất rất tệ !,0,Negative
"thầy không đảm bảo lên lớp đúng giờ , có bữa nghỉ mà cũng không báo trước cho sinh viên hay thông báo nghỉ .",0,Negative
em rất thích cách dạy và tận tình giúp đỡ từng sinh viên của thầy .,2,Positive
"thầy có phương pháp chấm bài hay , tuy khó nhưng rất bổ ích cho sinh viên .",2,Positive
mặc dù thầy rất nhiệt tình nhưng lượng kiến thức thầy truyền đạt chúng em không tiếp thu được một cách hiệu quả .,0,Negative
chưa hài lòng .,0,Negative
thầy tận tâm vì sinh viên .,2,Positive
"thầy dạy kỹ , tận tâm với sinh viên , thường xuyên trao đổi với sinh viên ngoài giờ .",2,Positive
điều này gây lên sự chênh lệch rõ rệt về trình độ anh văn trong lớp .,0,Negative
cô dạy còn hơi nhanh hơi thuần lý thuyết .,0,Negative
"cho nhiều bài tập nhưng không giải , sinh viên chỉ biết làm mà không biết mình làm đúng hay không .",0,Negative
"giờ lên lớp thời gian đầu là dành cho seminar , 30 - 45 phút còn lại sau khi seminar giảng viên lại cho làm bài tập thực hành , sinh viên tự làm , giảng viên không hướng dẫn gì thêm và làm việc riêng .",0,Negative
nếu được thì em nghĩ thầy nên có bài sửa sau mỗi ngày deadline thực hành vì môn mạng máy tính rất khó nắm bắt .,0,Negative
cô truyền đạt bài giảng rất tốt .,2,Positive
"cô dạy rất hay , cho bài tập ứng dụng nhiều vào thực tiễn .",2,Positive
"giảng dễ hiểu và vui tính , thân thiện .",2,Positive
nội dung truyền đạt của thầy không chỉ về kiến thức mà còn về cách sống .,2,Positive
giảng viên thường xuyên nghỉ không báo trước .,0,Negative
"giảng viên có tâm huyết , khả năng truyền đạt đến học sinh cao .",2,Positive
"thầy dạy dễ hiểu , rất nhiệt tình trả lời giải đáp của sinh viên .",2,Positive
giảng viên tích cực giải đề các năm .,2,Positive
"trong khi cô giảng bài thì lớp còn ồn nên khó để tập trung nghe giảng , mong cô dùng micro để giảng bài và nói to hơn ạ .",0,Negative
"giáo viên tận tâm , giải đáp những thắc mắc của học sinh , cực kỳ linh động .",2,Positive
ngôn từ trong phương pháp giảng dạy gần gũi với sinh viên .,2,Positive
lan man và hơi khó hiểu .,0,Negative
thầy rất nhiệt tình và dạy dễ hiểu .,2,Positive
may mắn cho các sinh viên sau này không còn làm việc với giảng viên này .,0,Negative
"cô wzjwz226 rất tâm huyết với sinh viên , tận tâm , giảng bài có hiệu quả .",2,Positive
"cô rất dễ thương , dạy dễ hiểu .",2,Positive
phòng thực hành về mạng cần có nhiều trang thiết bị về mạng hơn để sinh viên có thể thực hành trên máy móc chứ không phải học thông qua các phần mềm .,0,Negative
cần cho sinh viên làm hoạt động nhóm nhiều hơn và mở rộng nâng cao kiến thức cho sinh viên nhiều hơn nữa .,0,Negative
"thầy nhiệt tình , tận tụy , vui vẻ .",2,Positive
"thầy rất nghiêm khắc , là một người thầy rất giỏi .",2,Positive
"do học chung với các anh chị khoá 2011 , một phần nhỏ là khoá 2012 , các anh chị quá ồn ào , ồn ào không chịu nổi mặc dù đã nhắc nhở nhiều lần .",0,Negative
"lý do doubledot vào 2 tuần cuối kỳ , sinh viên phải làm đồ án rất nhiều môn , phải ôn thi .",0,Negative
"thầy giảng rất nhiệt tình , cặn kẽ .",2,Positive
giảng viên chưa truyền đạt tốt cho sinh viên và thái độ ban đầu chưa tốt .,0,Negative
"cô dạy nhiệt tình , kiến thức sâu và rộng , liên hệ thực tiễn cụ thể .",2,Positive
thầy cung cấp những thông tin rất mới và rất có ích cho sinh viên cả về học tập và làm việc sau này !,2,Positive
em không có ý kiến gì cả .,1,Neutral
"giảng dạy tốt , nhiệt huyết với sinh viên .",2,Positive
thầy cho nhiều bài tập .,1,Neutral
cô rất tận tình !,2,Positive
cảm thấy rất may mắn khi được học thầy .,2,Positive
thầy giảng dạy nhiệt tình và vui tính .,2,Positive
"giảng viên quá nhiệt tình , hiểu sinh viên , thương sinh viên .",2,Positive
"thầy vui tính , dạy dễ hiểu và tận tình .",2,Positive
"giảng viên nghỉ dạy nhiều buổi , kiến thức truyền đạt cho sinh viên không nhiều .",0,Negative
có đảm bảo chương trình dạy .,2,Positive
nâng cao cơ sở vật chất giảng dạy .,0,Negative
giảng viên nên có kỹ năng sư phạm tốt hơn .,0,Negative
"cô rất tận tâm , nhiệt huyết , thân thiện , tạo không gian học rất thoải mái .",2,Positive
"thiếu thông tin , tài liệu về môn học .",0,Negative
chưa ôn tập được nhiều kiến thức cơ bản của anh văn 1 .,0,Negative
học sinh yêu cầu giảng lại không giảng lại và bảo về tự xem lại .,0,Negative
thầy dạy tận tâm .,2,Positive
"cần giảng viên nói to rõ , làm cho tiết học thêm sôi động , hấp dẫn .",0,Negative
"cô rất tuyệt , giảng lý thuyết và bài tập siêu kỹ , giải đáp thắc mắc của sinh viên cực nhanh vì chi tiết .",2,Positive
"cô dạy vui vẻ nhiệt tình , giúp em có hứng học môn anh văn hơn .",2,Positive
cô rất vui tính .,2,Positive
"số lượng bài tập tại lớp mỗi buổi khá nhiều , em mong thầy có thể giảm bớt 2 - 3 bài .",0,Negative
giáo viên giảng dạy kỹ từng phần .,2,Positive
"cô cũng khuyến khích seminar để tăng khả năng sinh bày của sinh viên , trong quá trình trình bày hoặc xây dựng nội dung trình bày cô luôn tận tình giúp đỡ nếu có khó khăn từ phía sinh viên đó .",2,Positive
đưa sinh viên đi tham quan thực tế về các doanh nghiệp .,2,Positive
giao tiếp nhiều hơn .,0,Negative
"khiến cho chúng em vừa đói lại vừa mệt , kiến thức thầy nói thật đáng để chúng em ghi nhận nhưng đói và mệt thì làm sao chúng em tiếp thu và thực hiện nổi .",0,Negative
giải thích được rõ vấn đề .,2,Positive
không có ý kiến gì !,1,Neutral
"thời lượng học lý thuyết của môn học ngắn , dễ bị ảnh hưởng khi giảng viên đến trễ hay tham gia các buổi họp .",0,Negative
"giảng viên rất tôn trọng sinh viên , hướng dẫn tận tình cho sinh viên cách học và ôn tập cuối kỳ , ngoài ra còn hướng dẫn chi tiết cho sinh viên về đồ án tốt nghiệp .",2,Positive
"không có sách dạy chi tiết về môn học nên học rất khó hiểu , cần có tài liều hướng dẫn cụ thể chi tiết , mong nhà trường viết thêm sách cho sinh viên .",0,Negative
"nghỉ học nhiều , vào lớp trễ .",0,Negative
hi vọng thầy có thể cải thiện kỹ năng truyền đạt hơn .,0,Negative
sinh viên cần đi học chăm nghe thầy giảng và làm bài tập thầy cho .,2,Positive
thầy chỉ dạy nhiệt tình những chỗ sinh viên chưa nắm rõ .,2,Positive
ra bài tập vừa phải thôi và phải chữa bài .,0,Negative
"dậy nhiệt tình , dễ tính .",2,Positive
thầy có thể giới thiệu cho bọn em những cuốn sách có nội dung đầy đủ và phù hợp với nội dung của chương trình nhà trường đề ra .,0,Negative
giảng viên khả năng truyền đạt tốt .,2,Positive
"giáo viên giảng dạy nhiệt tình , tạo được hứng thú cho sinh viên .",2,Positive
giảng viên không đưa các bài giảng lên hệ thống courses .,0,Negative
thầy dạy hơi gây buồn ngủ .,0,Negative
"thiếu trang bị , dụng cụ thực hành cần thiết , không đáp ứng đủ thời gian giảng dạy do vắng tiết .",0,Negative
"cô tận tình , nhiệt tình trong công việc .",2,Positive
thực hành không liên quan gì đến lý thuyết .,0,Negative
giảng viên nói quá nhanh .,0,Negative
đề nghị giảng viên sử dụng hiệu quả hơn kênh moodle để nâng cao chất lượng giảng dạy .,0,Negative
khả năng truyền đạt của giảng viên chưa được tốt .,0,Negative
thầy rất dễ chịu .,2,Positive
"thầy nên vui vẻ giải đáp thắc mắc khi học sinh hỏi , bớt càu nhàu .",0,Negative
"cung cấp cho sinh viên biết được mục đích và công dụng thực tiễn của môn học vào thực tế nghề nghiệp , thêm các ví dụ liên quan tới cách áp dụng môn học vào nghề nghiệp tương lai chứ không dừng ở việc lấy ví dụ cho bài giảng .",2,Positive
tuy nhiên ai hỏi thì cô trả lời nhiệt tình .,2,Positive
"giải chi tiết các bài tập , tiếp thu bài rất nhanh trong giờ giảng của thầy .",2,Positive
cố gắng tạo mọi điều kiện để sinh viên hoạt động nâng cao kỹ năng .,2,Positive
"cô dạy hơi khó hiểu , phức tạp hóa vấn đề .",0,Negative
"cần đưa ra nhìu ví dụ , bài tập cộng bài giảng đi theo .",0,Negative
thầy dạy tận tình .,2,Positive
"câu văn trong bài giảng khó hiểu , không diễn đạt rõ ràng ý nghĩa .",0,Negative
"bản thân thầy dạy thực hành mà 3 tuần học liền tương đương 1dot5 tháng mà thầy vẫn không làm được yêu cầu cơ bản của môn học , đó là kết nối oracle trên 2 máy .",0,Negative
"thầy giảng hơi khó hiểu , thầy cần chủ động mở nhiều cuộc tranh luận với sinh viên .",0,Negative
giảng hơi nhanh .,0,Negative
"giáo viên tận tâm , công minh .",2,Positive
"những đề bài tập của thầy rất hay , rất ấn tượng !",2,Positive
làm thầy thì có tâm chút đi ạ .,0,Negative
"có những ví dụ sinh động , dễ hiểu .",2,Positive
giảng viên có nhiều kinh nghiệm chuyên môn .,2,Positive
người thậy nhiệt huyết dù học sinh không đi học đầy đủ .,2,Positive
cô không cung cấp đáp án bài tập trên moodle .,0,Negative
"cách giảng đôi lúc ( vài buổi ) còn gây buồn ngủ , chưa thu hút ( có thể là do bài giảng nhiều lý thuyết mới ) .",0,Negative
giảng viên có chuyên môn cao .,2,Positive
"giảng viên đảm bảo thời gian lên lớp tốt , chấm điểm công bằng .",2,Positive
"đây là một thực hành và là một môn khó , có số tín chỉ bằng 2 lý thuyết nên giảng viên cần giảng một cách khái quát về bài học trước để sinh viên về nhà có thể tự thực hành , chứ chiếu đề lên và bắt sinh viên làm thì bị trống kiến thức .",0,Negative
giảng và giải bài quá nhanh .,0,Negative
giảng dạy tận tình .,2,Positive
slide chưa đẹp lắm .,0,Negative
"chưa có nhiều trao đổi , tương tác với sinh viên trên các diễn đàn .",0,Negative
"các bài tập , ví dụ cần đi liền với thực tiễn công việc sau này chứ không phải là các ví dụ như doubledot viết chương trình số phức , số thực , vẽ tam giác .",0,Negative
"thiếu các thiết bị chạy hệ điều hành windows phone , ios , android cho sinh viên thực hành .",0,Negative
"phương pháp giảng dạy tiên tiến , giờ học vui .",2,Positive
cô sửa bài theo nhiều cách .,2,Positive
nhiều khi thầy nghỉ không báo trước colonsad .,0,Negative
thay vì ngồi chờ chấm điểm như đi thi thực hành .,1,Neutral
thầy giảng bài tập chưa hay .,0,Negative
chuẩn bị bài giảng kỹ càng .,2,Positive
em phải nói thật thầy dạy hơi buồn ngủ .,0,Negative
"giảng viên giảng dạy một cách rất khó hiểu , khó tiếp thu và rất dễ ngủ .",0,Negative
chương trình dạy không đem nhiều lợi ích .,0,Negative
"cô giảng dạy dễ hiểu , nhiệt tình , luôn trả lời nhiệt tình câu hỏi của sinh viên đặt ra .",2,Positive
điểm danh học sinh đi học .,1,Neutral
giảng viên có nhiều kinh nghiệm .,2,Positive
nhiệt tình vui vẻ nói chung ra rất tốt .,2,Positive
giảng viên nhiệt tình ( và xinh ) .,2,Positive
hơi cứng nhắc trong vấn đề này .,0,Negative
cô giáo dạy tiếng anh nói tiếng anh rất nhỏ và khó nghe nếu nói bằng micro hơn nữa cách dạy của cô khiến cho sinh viên không thể nào không buồn ngủ vì nó rất rất nhàm chán .,0,Negative
thầy nhiệt tình trong giảng dạy .,2,Positive
có ứng dụng thực tiễn thích hợp !,2,Positive
giảng viên dạy rất nhiệt tình và rất có tâm .,2,Positive
thầy dạy hơi nhanh một chút .,0,Negative
hầu hết là để sinh viên tự làm cũng như giao hoàn toàn cho lớp trưởng .,0,Negative
giảng viên dạy hơi buồn ngủ .,0,Negative
"tận tâm , có kế hoạch .",2,Positive
tệ .,0,Negative
"dạy nhiệt tình , nhiệt huyết , thân thiện với sinh viên .",2,Positive
"nhiệt tình , kiến thức rộng , truyền cảm hứng .",2,Positive
"giảng viên nhiệt tình , giảng thêm kiến thức bên ngoài , cũng như bài tập thêm cho sinh viên mở rộng .",2,Positive
"thầy dạy vui tính , tận tâm với sinh viên .",2,Positive
nên giảng cho học sinh kỹ hơn nữa .,0,Negative
bài tập nên mang tính bắt buộc và cho điểm cộng thì sẽ tạo được động lực cũng như hứng thú cho sinh viên hơn .,0,Negative
cô cho bài nhiều .,0,Negative
kiểm tra bài cũ .,0,Negative
khả năng truyền đạt của giảng viên chưa hiệu quả và có phần khó hiểu .,0,Negative
"kiến thức giảng viên chưa sâu , chưa dạy đúng trọng tâm , có những phần rất cơ bản nhưng giảng viên chưa nắm vững .",0,Negative
phần mềm phục vụ cho phần thực hành không được cài đặt đầy đủ trên tất cả các máy tính .,0,Negative
"giảng viên tích cực hỗ trợ sinh viên , truyền đạt hiệu quả .",2,Positive
cơ sở vật chất chưa tốt để nghe tiếng anh .,0,Negative
giảng viên dạy hơi nhanh .,0,Negative
lớp học của cô wzjwz25 có đặc điểm là trình độ tiếng anh quá chênh lệch giữa cách sinh viên trong cùng một lớp .,0,Negative
phương pháp dạy không phù hợp .,0,Negative
hoạt động nhóm quá nhiều dẫn đến mất thời gian .,0,Negative
thầy nên cung cấp đầy đủ slide để sinh viên có thể học tập dễ dàng hơn .,0,Negative
thầy giáo lên lớp đúng giờ .,2,Positive
môn học cần đưa nhiều hơn bài tập để sinh viên có thể nắm bắt các cách xử lý cũng như các cách thực hiện cho một bài giảng .,0,Negative
không cho sinh viên nhiều kiến thức .,0,Negative
"giảng viên sử dụng thời gian lên lớp không hiểu quả dẫn đến việc dạy lố giờ , dạy bù quá nhiều .",0,Negative
giảng viên không giảng mà chỉ đưa slide cho sinh viên tự đọc .,0,Negative
máy chiếu trong phòng học quá mờ khiến sinh viên không nhìn rõ nội dung khi trình chiếu !,0,Negative
"dạy hời hợt không tập trung , nhiều vấn đề về kiến thức của sinh viên không giải quyết hoặc chưa đưa ra được cách giải quyết hay .",0,Negative
"thầy dạy dễ hiểu , gần gũi với sinh viên .",2,Positive
"không quen với giọng của thầy , có thể vì chưa quen nhanh được , nên đôi lúc hơi khó hiểu .",0,Negative
rất quan tâm .,2,Positive
"tụi bạn em nó nói hỏi bài thầy thì mặt thầy có gì đó nghiêm trọng nhưng đối với em có bao giờ chuyện đó xảy ra , thầy nói chuyện rất là thật cái nào thầy chưa biết là thầy nói chưa biết ngay , thầy dạy xuất sắc 1 giáo viên trẻ quá tuyệt vời .",2,Positive
thường xuyên gửi bài lên mạng .,2,Positive
giảng bài cần chi tiết và rõ ràng hơn .,0,Negative
cải thiện chất lượng các phòng máy và kết nối mạng .,0,Negative
giảng viên chưa đảm bảo được ngày giờ học dẫn tới lớp học chậm và lệch so với giảng viên thực hành .,0,Negative
"môn này em học cải thiện nhưng mà nhà trường hủy môn em xong đăng tự ý đổi lớp lại , em không biết em không đi học nên chắc chắn em rớt .",0,Negative
giảng viên truyền đạt được ý hiểu đến sinh viên .,2,Positive
"thầy có hệ thống lại kiến thức rõ ràng , giúp sinh viên tiếp thu tốt hơn .",2,Positive
có bám sát chương trình dạy .,1,Neutral
đào tạo thêm về cơ chế giảng dạy .,0,Negative
thầy giảng dạy đầy đủ không bỏ sót kiến thức .,2,Positive
tôi rất hài lòng .,2,Positive
thầy wzjwz245 nói nhỏ .,0,Negative
mong nhà trường nâng cấp thêm cho phòng máy thực hành .,0,Negative
và quá gấp gáp .,0,Negative
